universe,method,metric,n,mean,sd,q0,q0.01,q0.05,q0.1,q0.25,q0.5,q0.75,q0.9,q0.95,q0.99,q1
leaf107,branch_distinct_coverall_mean_wup,positive_coverage,1080,0.9647153184293815,0.021770113923280106,0.895305902553,0.90633930275692,0.9194428411037,0.9278379546809,0.956376727214,0.9723166226495,0.9801483583789999,0.9857403851378,0.9884177069871,0.99190496365531,0.993926015047
leaf107,branch_distinct_coverall_mean_wup,lookup_micro_f1,1080,0.9819143544467368,0.011424314471656096,0.944761372132,0.95086880656867,0.958030966964,0.9625684071659,0.9777020026350001,0.9859640266395,0.9899746687087501,0.9928189933696,0.99417512070415,0.9959360327522,0.996953756104
leaf107,branch_distinct_node_stratified_mean_wup,mean_wup,1062,0.2030857718451337,0.01093509189574114,0.172609057609,0.180713106338,0.186867854368,0.1882316398876,0.195605644356,0.202947191697,0.210445804196,0.2182882187256,0.221342268842,0.226976010101,0.232490079365
leaf107,branch_distinct_node_stratified_mean_wup,max_wup,1062,0.2941754102768738,0.03299326105316089,0.2,0.25,0.25,0.25,0.25,0.285714285714,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333
leaf107,branch_distinct_node_stratified_mean_wup,mean_heldout_best_wup,1062,0.2536055503923013,0.021307142435159687,0.2,0.2125,0.225,0.225,0.2375,0.248412698413,0.270833333333,0.279761904762,0.291666666667,0.300595238095,0.300595238095
leaf107,branch_distinct_node_stratified_mean_wup,mean_distance,1062,8.183380414312618,0.5410127379050437,6.85,7.05,7.3,7.4,7.8,8.25,8.55,8.85,8.9,9.25,9.7
leaf107,branch_distinct_node_stratified_mean_wup,min_distance,1062,4.886064030131827,0.7834370175438561,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0
leaf107,branch_distinct_node_stratified_mean_wup,mean_heldout_nearest_distance,1062,6.124764595103578,0.6643923837138848,4.75,4.75,5.0,5.25,5.75,6.25,6.5,7.0,7.0,7.5,8.0
leaf107,branch_distinct_node_stratified_mean_wup,ancestor_descendant_pairs,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_mean_wup,train_branch_count,1062,6.594161958568738,1.5833975461056247,3.0,3.0,4.0,4.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0
leaf107,branch_distinct_node_stratified_mean_wup,heldout_branch_count,1062,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_node_stratified_mean_wup,training_node_total,1062,41442.24199623352,367.9604264144894,40282.0,40696.0,40794.0,40894.0,41126.0,41549.0,41717.0,41888.0,41944.0,42072.0,42187.0
leaf107,branch_distinct_node_stratified_mean_wup,training_edge_total,1062,563050.7740112995,6278.306440614744,545407.0,548201.0,552354.0,553518.0,558726.0,563637.0,567079.0,570687.0,573055.4999999999,578043.0,579701.0
leaf107,branch_distinct_node_stratified_mean_wup,heldout_node_total,1062,11352.584745762711,539.6577526394535,10013.0,10201.64,10486.0,10659.9,10958.75,11341.0,11721.0,12079.4,12262.95,12577.870000000003,12944.0
leaf107,branch_distinct_node_stratified_mean_wup,heldout_edge_total,1062,174605.64689265538,9933.469801743668,147767.0,152898.58,158368.3,161713.4,167612.0,174428.5,181473.5,187545.2,191010.65,197480.74000000008,204188.0
leaf107,branch_distinct_node_stratified_mean_wup,training_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_mean_wup,heldout_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_mean_wup,row_overlap,1062,0.9701010267962608,0.017121636280078838,0.890570619183,0.92447879286294,0.9359943087486,0.9426432579557,0.9596764634725,0.9764211860095,0.983405392326,0.9869637349632,0.98838742619185,0.99071008234553,0.993908429947
leaf107,branch_distinct_node_stratified_mean_wup,unique_overlap,1062,0.9283392763145443,0.034229931703810515,0.806240167803,0.84674094032565,0.8605202127245,0.875019872814,0.90494607671425,0.940123821527,0.95612559542,0.9639916691386999,0.9674005892755,0.9738901378416001,0.981423173804
leaf107,branch_distinct_node_stratified_mean_wup,positive_coverage,1062,0.9764130659485726,0.013638542852573089,0.906902626124,0.9411251971461799,0.948654788954,0.9547987204035,0.96889759156525,0.9807014341065,0.9871434867625,0.9905757200637,0.9917567744239499,0.9935624023123,0.995645917418
leaf107,branch_distinct_node_stratified_mean_wup,lookup_micro_f1,1062,0.9880172927588304,0.007034419484016512,0.951178747881,0.96966974955472,0.9736509454499,0.9768767576235,0.9842031350405,0.9902567007659999,0.99353015354775,0.9952655506239,0.9958613292113501,0.99677080703312,0.99781820886
leaf107,branch_distinct_node_stratified_minimax_wup,mean_wup,1062,0.2030857718451337,0.01093509189574114,0.172609057609,0.180713106338,0.186867854368,0.1882316398876,0.195605644356,0.202947191697,0.210445804196,0.2182882187256,0.221342268842,0.226976010101,0.232490079365
leaf107,branch_distinct_node_stratified_minimax_wup,max_wup,1062,0.2941754102768738,0.03299326105316089,0.2,0.25,0.25,0.25,0.25,0.285714285714,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333
leaf107,branch_distinct_node_stratified_minimax_wup,mean_heldout_best_wup,1062,0.2536055503923013,0.021307142435159687,0.2,0.2125,0.225,0.225,0.2375,0.248412698413,0.270833333333,0.279761904762,0.291666666667,0.300595238095,0.300595238095
leaf107,branch_distinct_node_stratified_minimax_wup,mean_distance,1062,8.183380414312618,0.5410127379050437,6.85,7.05,7.3,7.4,7.8,8.25,8.55,8.85,8.9,9.25,9.7
leaf107,branch_distinct_node_stratified_minimax_wup,min_distance,1062,4.886064030131827,0.7834370175438561,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0
leaf107,branch_distinct_node_stratified_minimax_wup,mean_heldout_nearest_distance,1062,6.124764595103578,0.6643923837138848,4.75,4.75,5.0,5.25,5.75,6.25,6.5,7.0,7.0,7.5,8.0
leaf107,branch_distinct_node_stratified_minimax_wup,ancestor_descendant_pairs,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,train_branch_count,1062,6.594161958568738,1.5833975461056247,3.0,3.0,4.0,4.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0
leaf107,branch_distinct_node_stratified_minimax_wup,heldout_branch_count,1062,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_node_stratified_minimax_wup,training_node_total,1062,41442.24199623352,367.9604264144894,40282.0,40696.0,40794.0,40894.0,41126.0,41549.0,41717.0,41888.0,41944.0,42072.0,42187.0
leaf107,branch_distinct_node_stratified_minimax_wup,training_edge_total,1062,563050.7740112995,6278.306440614744,545407.0,548201.0,552354.0,553518.0,558726.0,563637.0,567079.0,570687.0,573055.4999999999,578043.0,579701.0
leaf107,branch_distinct_node_stratified_minimax_wup,heldout_node_total,1062,11352.584745762711,539.6577526394535,10013.0,10201.64,10486.0,10659.9,10958.75,11341.0,11721.0,12079.4,12262.95,12577.870000000003,12944.0
leaf107,branch_distinct_node_stratified_minimax_wup,heldout_edge_total,1062,174605.64689265538,9933.469801743668,147767.0,152898.58,158368.3,161713.4,167612.0,174428.5,181473.5,187545.2,191010.65,197480.74000000008,204188.0
leaf107,branch_distinct_node_stratified_minimax_wup,training_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,heldout_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,row_overlap,1062,0.9701010267962608,0.017121636280078838,0.890570619183,0.92447879286294,0.9359943087486,0.9426432579557,0.9596764634725,0.9764211860095,0.983405392326,0.9869637349632,0.98838742619185,0.99071008234553,0.993908429947
leaf107,branch_distinct_node_stratified_minimax_wup,unique_overlap,1062,0.9283392763145443,0.034229931703810515,0.806240167803,0.84674094032565,0.8605202127245,0.875019872814,0.90494607671425,0.940123821527,0.95612559542,0.9639916691386999,0.9674005892755,0.9738901378416001,0.981423173804
leaf107,branch_distinct_node_stratified_minimax_wup,positive_coverage,1062,0.9764130659485726,0.013638542852573089,0.906902626124,0.9411251971461799,0.948654788954,0.9547987204035,0.96889759156525,0.9807014341065,0.9871434867625,0.9905757200637,0.9917567744239499,0.9935624023123,0.995645917418
leaf107,branch_distinct_node_stratified_minimax_wup,lookup_micro_f1,1062,0.9880172927588304,0.007034419484016512,0.951178747881,0.96966974955472,0.9736509454499,0.9768767576235,0.9842031350405,0.9902567007659999,0.99353015354775,0.9952655506239,0.9958613292113501,0.99677080703312,0.99781820886
leaf107,branch_distinct_coverall_node_stratified_mean_wup,mean_wup,1062,0.22422699559053014,0.010689002569135499,0.194151577589,0.19860614871256999,0.207097971473,0.20940065143179998,0.218527325922,0.223667443667,0.232542041292,0.237357989233,0.240916583417,0.24718584748581005,0.25106539294
leaf107,branch_distinct_coverall_node_stratified_mean_wup,max_wup,1062,0.3296004842611808,0.016533998290111995,0.25,0.25,0.2880952380949502,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333
leaf107,branch_distinct_coverall_node_stratified_mean_wup,mean_heldout_best_wup,1062,0.28218219319914317,0.020942005093478204,0.22601010101,0.22601010101,0.246843434343,0.253787878788,0.267676767677,0.284722222222,0.293650793651,0.3125,0.3125,0.333333333333,0.333333333333
leaf107,branch_distinct_coverall_node_stratified_mean_wup,mean_distance,1062,7.4162429378531085,0.46194208453515895,6.35,6.4805,6.7,6.805000000000001,7.05,7.45,7.75,8.05,8.2,8.419500000000005,8.7
leaf107,branch_distinct_coverall_node_stratified_mean_wup,min_distance,1062,4.0875706214689265,0.39178165768473605,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.949999999999932,6.0,6.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,mean_heldout_nearest_distance,1062,5.326271186440678,0.5967410977121361,4.0,4.0,4.5,4.5,5.0,5.25,5.75,6.25,6.5,7.0,7.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,ancestor_descendant_pairs,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,train_branch_count,1062,14.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,heldout_branch_count,1062,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,training_node_total,1062,41767.10075329567,439.7170500332147,40499.0,40855.22,40995.25,41158.5,41461.0,41766.0,42076.0,42314.0,42457.0,42692.0,42775.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,training_edge_total,1062,569867.5979284369,7126.17705179503,547151.0,553045.34,556717.15,559551.0,565118.5,570775.0,574512.25,578513.0,581541.8,583844.0,584623.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,heldout_node_total,1062,11352.584745762711,539.6577526394535,10013.0,10201.64,10486.0,10659.9,10958.75,11341.0,11721.0,12079.4,12262.95,12577.870000000003,12944.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,heldout_edge_total,1062,174605.64689265538,9933.469801743668,147767.0,152898.58,158368.3,161713.4,167612.0,174428.5,181473.5,187545.2,191010.65,197480.74000000008,204188.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,training_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,heldout_internal_layers,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,branch_distinct_coverall_node_stratified_mean_wup,row_overlap,1062,0.9759468385535377,0.01037999702594201,0.936937647987,0.94906425996329,0.9571833754027,0.9612782193047,0.969204010559,0.9771386677445,0.98425584581375,0.9881379944075,0.98968262779805,0.99190535263893,0.995185694635
leaf107,branch_distinct_coverall_node_stratified_mean_wup,unique_overlap,1062,0.9395161059427259,0.02254890975257542,0.867654573327,0.88518823196968,0.90115932021715,0.9090236820144001,0.92381407842825,0.941608777357,0.9575562737757499,0.9672634210398,0.97116659716085,0.97694000684768,0.984571788413
leaf107,branch_distinct_coverall_node_stratified_mean_wup,positive_coverage,1062,0.9811366656804389,0.008135346993862298,0.950376439327,0.95935557885919,0.9663722275384,0.9697950040971001,0.97566296830625,0.9821943490185,0.9874915382845,0.990717717984,0.9919635118968,0.9939510158457201,0.99569096879
leaf107,branch_distinct_coverall_node_stratified_mean_wup,lookup_micro_f1,1062,0.9904614732294773,0.004157549706155627,0.974556931845,0.97925623016839,0.9828985722246,0.9846659190951,0.987681587343,0.991017202011,0.993706407562,0.9953372183653,0.99596554439225,0.99696632809236,0.997840832435
