source_type,version,label_column,observed_positive_genes,best_name,best_go_id,best_collection,best_subcollection,best_source_member,best_candidate_positive_genes,mismatch_genes,agreement,true_positives,false_positives,false_negatives,f1,jaccard,tie_count,tied_names,best_go_in_greene_table6,best_go_in_greene_table9
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,0,2647,nervous_system_GO:0051960,GO:0051960,individual_tissue_file,,nervous_system_GO:0051960.lab,350,2403,0.4369728209934396,297,53,2350,0.1981981981981982,0.11,1,nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,1,943,blood_platelet_GO:0002576,GO:0002576,individual_tissue_file,,blood_platelet_GO:0002576.lab,43,928,0.7825679475164011,29,14,914,0.058823529411764705,0.030303030303030304,1,blood_platelet_GO:0002576,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,2,820,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,811,0.8099812558575445,14,5,806,0.033373063170441,0.01696969696969697,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,3,935,megakaryocyte_GO:0045652,GO:0045652,individual_tissue_file,,megakaryocyte_GO:0045652.lab,18,921,0.7842080599812559,16,2,919,0.033578174186778595,0.017075773745997867,1,megakaryocyte_GO:0045652,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,4,542,leukocyte_GO:0002312,GO:0002312,individual_tissue_file,,leukocyte_GO:0002312.lab,22,534,0.8748828491096532,15,7,527,0.05319148936170213,0.0273224043715847,1,leukocyte_GO:0002312,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,5,749,megakaryocyte_GO:0045652,GO:0045652,individual_tissue_file,,megakaryocyte_GO:0045652.lab,18,735,0.827788191190253,16,2,733,0.041720990873533245,0.02130492676431425,1,megakaryocyte_GO:0045652,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,6,961,megakaryocyte_GO:0045652,GO:0045652,individual_tissue_file,,megakaryocyte_GO:0045652.lab,18,947,0.778116213683224,16,2,945,0.03268641470888662,0.016614745586708203,1,megakaryocyte_GO:0045652,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,7,1307,natural_killer_cell_GO:0001959,GO:0001959,individual_tissue_file,,natural_killer_cell_GO:0001959.lab,38,1293,0.6970477975632614,26,12,1281,0.038661710037174724,0.019711902956785442,2,natural_killer_cell_GO:0001959|neuron_GO:0050773,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,8,556,heart_GO:0055013,GO:0055013,individual_tissue_file,,heart_GO:0055013.lab,16,556,0.8697282099343955,8,8,548,0.027972027972027972,0.014184397163120567,1,heart_GO:0055013,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,9,1284,natural_killer_cell_GO:0007178,GO:0007178,individual_tissue_file,,natural_killer_cell_GO:0007178.lab,40,1272,0.7019681349578257,26,14,1258,0.03927492447129909,0.020030816640986132,1,natural_killer_cell_GO:0007178,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,10,757,neuron_GO:0050806,GO:0050806,individual_tissue_file,,neuron_GO:0050806.lab,16,753,0.8235707591377694,10,6,747,0.0258732212160414,0.01310615989515072,1,neuron_GO:0050806,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,11,890,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,854,0.7999062792877226,175,139,715,0.29069767441860467,0.17006802721088435,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,12,2905,nervous_system_GO:0051960,GO:0051960,individual_tissue_file,,nervous_system_GO:0051960.lab,350,2735,0.35918462980318655,260,90,2645,0.1597542242703533,0.08681135225375626,1,nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,13,845,blood_GO:0045765,GO:0045765,individual_tissue_file,,blood_GO:0045765.lab,125,772,0.8191190253045924,99,26,746,0.20412371134020618,0.11366245694603903,1,blood_GO:0045765,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,14,748,embryo_GO:0001892,GO:0001892,individual_tissue_file,,embryo_GO:0001892.lab,15,733,0.8282567947516402,15,0,733,0.039318479685452164,0.020053475935828877,3,embryo_GO:0001892|embryo_GO:0048568|muscle_GO:0051147,True,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,15,1450,blood_GO:0045637,GO:0045637,individual_tissue_file,,blood_GO:0045637.lab,119,1391,0.6740862230552952,89,30,1361,0.11344805608667942,0.06013513513513514,1,blood_GO:0045637,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,16,395,megakaryocyte_GO:0045652,GO:0045652,individual_tissue_file,,megakaryocyte_GO:0045652.lab,18,383,0.9102624179943768,15,3,380,0.07263922518159806,0.03768844221105527,2,megakaryocyte_GO:0045652|megakaryocyte_GO:0045653,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,17,610,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,601,0.8591846298031864,14,5,596,0.04451510333863275,0.022764227642276424,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,18,1117,blood_platelet_GO:0002576,GO:0002576,individual_tissue_file,,blood_platelet_GO:0002576.lab,43,1088,0.7450796626054358,36,7,1081,0.06206896551724138,0.03202846975088968,1,blood_platelet_GO:0002576,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,19,1657,muscle_GO:0051147,GO:0051147,individual_tissue_file,,muscle_GO:0051147.lab,55,1640,0.6157450796626054,36,19,1621,0.04205607476635514,0.021479713603818614,1,muscle_GO:0051147,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,20,692,osteoblast_GO:0045668,GO:0045668,individual_tissue_file,,osteoblast_GO:0045668.lab,18,694,0.837394564198688,8,10,684,0.022535211267605635,0.011396011396011397,1,osteoblast_GO:0045668,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,21,2534,nervous_system_GO:0051960,GO:0051960,individual_tissue_file,,nervous_system_GO:0051960.lab,350,2292,0.4629803186504218,296,54,2238,0.20527045769764216,0.1143740340030912,1,nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,22,893,muscle_GO:0051147,GO:0051147,individual_tissue_file,,muscle_GO:0051147.lab,55,870,0.796157450796626,39,16,854,0.08227848101265822,0.0429042904290429,1,muscle_GO:0051147,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,23,1227,neuron_GO:0048812,GO:0048812,individual_tissue_file,,neuron_GO:0048812.lab,47,1208,0.7169634489222119,33,14,1194,0.05180533751962323,0.0265914585012087,1,neuron_GO:0048812,True,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,24,597,megakaryocyte_GO:0045653,GO:0045653,individual_tissue_file,,megakaryocyte_GO:0045653.lab,14,587,0.8624648547328959,12,2,585,0.03927986906710311,0.02003338898163606,1,megakaryocyte_GO:0045653,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,25,2437,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,2341,0.4514995313964386,205,109,2232,0.1490367139222101,0.0805184603299293,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,26,2603,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,2487,0.41729147141518275,215,99,2388,0.1474117243743572,0.07957068837897853,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,27,1208,blood_GO:0045637,GO:0045637,individual_tissue_file,,blood_GO:0045637.lab,119,1193,0.7204779756326147,67,52,1141,0.10097965335342879,0.05317460317460317,1,blood_GO:0045637,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,28,2816,nervous_system_GO:0050767,GO:0050767,individual_tissue_file,,nervous_system_GO:0050767.lab,326,2656,0.37769447047797566,243,83,2573,0.15467854869509867,0.08382200758882373,2,nervous_system_GO:0050767|nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,29,721,embryo_GO:0001892,GO:0001892,individual_tissue_file,,embryo_GO:0001892.lab,15,706,0.8345829428303655,15,0,706,0.04076086956521739,0.020804438280166437,1,embryo_GO:0001892,True,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,30,2793,nervous_system_GO:0051960,GO:0051960,individual_tissue_file,,nervous_system_GO:0051960.lab,350,2543,0.40417057169634485,300,50,2493,0.19090041361756283,0.10552233556102708,1,nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,31,613,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,604,0.8584817244611059,14,5,599,0.04430379746835443,0.022653721682847898,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,32,3696,nervous_system_GO:0051960,GO:0051960,individual_tissue_file,,nervous_system_GO:0051960.lab,350,3402,0.20290534208059985,322,28,3374,0.15916955017301038,0.08646616541353383,1,nervous_system_GO:0051960,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,33,657,blood_vessel_GO:0043536,GO:0043536,individual_tissue_file,,blood_vessel_GO:0043536.lab,15,646,0.8486410496719775,13,2,644,0.03869047619047619,0.019726858877086494,1,blood_vessel_GO:0043536,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,34,819,natural_killer_cell_GO:0007167,GO:0007167,individual_tissue_file,,natural_killer_cell_GO:0007167.lab,126,799,0.8127928772258669,73,53,746,0.1544973544973545,0.08371559633027523,1,natural_killer_cell_GO:0007167,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,35,1253,lymphocyte_GO:0050852,GO:0050852,individual_tissue_file,,lymphocyte_GO:0050852.lab,70,1239,0.7097000937207123,42,28,1211,0.06349206349206349,0.03278688524590164,1,lymphocyte_GO:0050852,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,36,746,nervous_system_GO:0050773,GO:0050773,individual_tissue_file,,nervous_system_GO:0050773.lab,63,713,0.8329428303655108,48,15,698,0.11866501854140915,0.06307490144546649,1,nervous_system_GO:0050773,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,37,819,heart_GO:0035051,GO:0035051,individual_tissue_file,,heart_GO:0035051.lab,27,806,0.8111527647610122,20,7,799,0.04728132387706856,0.024213075060532687,1,heart_GO:0035051,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,38,1626,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,1542,0.6387066541705717,199,115,1427,0.20515463917525772,0.11430212521539346,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,39,742,neuron_GO:0050806,GO:0050806,individual_tissue_file,,neuron_GO:0050806.lab,16,738,0.8270852858481724,10,6,732,0.026385224274406333,0.013368983957219251,1,neuron_GO:0050806,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,40,599,leukocyte_GO:0002312,GO:0002312,individual_tissue_file,,leukocyte_GO:0002312.lab,22,591,0.8615276476101219,15,7,584,0.04830917874396135,0.024752475247524754,1,leukocyte_GO:0002312,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,41,900,blood_GO:0030099,GO:0030099,individual_tissue_file,,blood_GO:0030099.lab,102,852,0.8003748828491096,75,27,825,0.1497005988023952,0.08090614886731391,1,blood_GO:0030099,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,42,794,blood_GO:0043535,GO:0043535,individual_tissue_file,,blood_GO:0043535.lab,28,782,0.816776007497657,20,8,774,0.04866180048661801,0.02493765586034913,1,blood_GO:0043535,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,43,880,heart_GO:0008016,GO:0008016,individual_tissue_file,,heart_GO:0008016.lab,91,843,0.8024835988753515,64,27,816,0.13182286302780638,0.07056229327453142,1,heart_GO:0008016,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,44,550,heart_GO:0061337,GO:0061337,individual_tissue_file,,heart_GO:0061337.lab,21,549,0.8713683223992502,11,10,539,0.03852889667250438,0.019642857142857142,2,heart_GO:0061337|natural_killer_cell_GO:0048013,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,45,1124,blood_GO:0045637,GO:0045637,individual_tissue_file,,blood_GO:0045637.lab,119,1089,0.7448453608247423,77,42,1047,0.12389380530973451,0.0660377358490566,1,blood_GO:0045637,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,46,1486,muscle_GO:0051147,GO:0051147,individual_tissue_file,,muscle_GO:0051147.lab,55,1469,0.6558106841611997,36,19,1450,0.04672290720311486,0.023920265780730896,1,muscle_GO:0051147,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,47,1522,muscle_GO:0051147,GO:0051147,individual_tissue_file,,muscle_GO:0051147.lab,55,1507,0.6469072164948453,35,20,1487,0.04438807863031072,0.022697795071335927,1,muscle_GO:0051147,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,48,948,blood_platelet_GO:0002576,GO:0002576,individual_tissue_file,,blood_platelet_GO:0002576.lab,43,933,0.7813964386129335,29,14,919,0.05852674066599395,0.030145530145530147,1,blood_platelet_GO:0002576,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,49,882,natural_killer_cell_GO:0007167,GO:0007167,individual_tissue_file,,natural_killer_cell_GO:0007167.lab,126,860,0.7985004686035614,74,52,808,0.14682539682539683,0.07922912205567452,1,natural_killer_cell_GO:0007167,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,50,1378,blood_GO:0045637,GO:0045637,individual_tissue_file,,blood_GO:0045637.lab,119,1325,0.6895501405810684,86,33,1292,0.11489645958583834,0.06094968107725018,1,blood_GO:0045637,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,51,1164,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,1084,0.7460168697282099,197,117,967,0.2665764546684709,0.15378610460577674,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,52,1731,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,1591,0.6272258669165885,227,87,1504,0.22200488997555012,0.12486248624862487,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,53,1635,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,1543,0.6384723523898781,203,111,1432,0.20831195484864032,0.11626575028636885,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,54,957,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,915,0.785613870665417,178,136,779,0.2800944138473643,0.16285452881976212,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,55,1017,blood_GO:0045639,GO:0045639,individual_tissue_file,,blood_GO:0045639.lab,54,989,0.7682755388940956,41,13,976,0.0765639589169001,0.039805825242718446,1,blood_GO:0045639,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,56,698,blood_GO:0045765,GO:0045765,individual_tissue_file,,blood_GO:0045765.lab,125,625,0.8535613870665417,99,26,599,0.24058323207776428,0.13674033149171272,1,blood_GO:0045765,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,57,624,blood_GO:0043535,GO:0043535,individual_tissue_file,,blood_GO:0043535.lab,28,610,0.8570759137769447,21,7,603,0.06441717791411043,0.03328050713153724,3,blood_GO:0043535|natural_killer_cell_GO:0007178|natural_killer_cell_GO:0060393,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,58,604,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,591,0.8615276476101219,16,3,588,0.051364365971107544,0.026359143327841845,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,59,892,muscle_GO:0051147,GO:0051147,individual_tissue_file,,muscle_GO:0051147.lab,55,869,0.7963917525773196,39,16,853,0.08236536430834214,0.042951541850220265,1,muscle_GO:0051147,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,60,1829,natural_killer_cell_GO:0007166,GO:0007166,individual_tissue_file,,natural_killer_cell_GO:0007166.lab,314,1667,0.60941893158388,238,76,1591,0.2221185254316379,0.12493438320209974,1,natural_killer_cell_GO:0007166,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,61,668,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,659,0.8455951265229615,14,5,654,0.040756914119359534,0.020802377414561663,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,62,796,leukocyte_GO:0002685,GO:0002685,individual_tissue_file,,leukocyte_GO:0002685.lab,76,764,0.8209934395501406,54,22,742,0.12385321100917432,0.06601466992665037,1,leukocyte_GO:0002685,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,63,742,neuron_GO:0050806,GO:0050806,individual_tissue_file,,neuron_GO:0050806.lab,16,738,0.8270852858481724,10,6,732,0.026385224274406333,0.013368983957219251,1,neuron_GO:0050806,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,64,762,blood_vessel_GO:0043536,GO:0043536,individual_tissue_file,,blood_vessel_GO:0043536.lab,15,753,0.8235707591377694,12,3,750,0.03088803088803089,0.01568627450980392,1,blood_vessel_GO:0043536,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,65,536,blood_plasma_GO:0071827,GO:0071827,individual_tissue_file,,blood_plasma_GO:0071827.lab,19,527,0.8765229615745079,14,5,522,0.05045045045045045,0.025878003696857672,1,blood_plasma_GO:0071827,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,66,2043,leukocyte_GO:0045321,GO:0045321,individual_tissue_file,,leukocyte_GO:0045321.lab,208,1963,0.5400656044985942,144,64,1899,0.1279431363838294,0.068343616516374,1,leukocyte_GO:0045321,False,True
"OhmNet individual tissue label files, absent genes treated as 0",OhmNet supplied archive,67,1291,skeletal_muscle_GO:0006942,GO:0006942,individual_tissue_file,,skeletal_muscle_GO:0006942.lab,33,1280,0.7000937207122775,22,11,1269,0.03323262839879154,0.016897081413210446,1,skeletal_muscle_GO:0006942,False,True
