source_name,mapping_strategy,evidence_filter,term_scope,comparison_scope,candidate_GO_terms,comparison_genes,label_columns,exact_matches,agreement_at_least_99_percent,agreement_at_least_95_percent,median_best_agreement,mean_best_agreement,minimum_mismatch_genes,mean_mismatch_genes
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,experimental_plus_IBA_ISS_IC,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2818,4240,121,0,0,0,0.8155660377358491,0.7584048027444253,271,1024.3636363636363
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,experimental_plus_IBA_ISS_IC,all_bp,mapping_covered_genes_only,6709,4215,121,0,0,0,0.8154211150652432,0.7585737674382126,270,1017.6115702479339
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,experimental_plus_IBA_ISS_IC,msigdb_v52_c5bp_terms,mapping_covered_genes_only,2817,4215,121,0,0,0,0.8151838671411625,0.7581012323166966,270,1019.603305785124
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,all_non_NOT,all_bp,mapping_covered_genes_only,8932,4215,121,0,0,0,0.8102016607354685,0.7573483132849034,278,1022.7768595041322
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,all_non_NOT,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3376,4215,121,0,0,0,0.8102016607354685,0.7566855876787938,304,1025.5702479338843
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,all_non_NOT,all_bp,mapping_covered_genes_only,8941,4240,121,0,0,0,0.8101415094339622,0.757625136441603,281,1027.6694214876034
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,all_non_NOT,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3377,4240,121,0,0,0,0.8101415094339622,0.7569760642445034,307,1030.4214876033059
GOA human GAF v159 direct BP annotations,gp2protein_all_graphsage_links,all_non_NOT,all_bp,mapping_covered_genes_only,8944,4259,121,0,0,0,0.8098145104484621,0.7570414814326104,293,1034.7603305785124
GOA human GAF v159 direct BP annotations,gp2protein_all_graphsage_links,all_non_NOT,msigdb_v52_c5bp_terms,mapping_covered_genes_only,3378,4259,121,0,0,0,0.8095797135477811,0.7564069476596958,319,1037.4628099173553
GOA human GAF v159 direct BP annotations,gp2protein_all_graphsage_links,all_non_NOT,all_bp,all_resolved_genes,8944,4268,121,0,0,0,0.8095126522961574,0.7572033274725615,293,1036.2561983471073
GOA human GAF v159 direct BP annotations,gp2protein_then_primary_symbol_fallback,all_non_NOT,all_bp,all_resolved_genes,8948,4268,121,0,0,0,0.8095126522961574,0.7571994547158558,293,1036.2727272727273
GOA human GAF v159 direct BP annotations,gp2protein_then_all_names_fallback,all_non_NOT,all_bp,all_resolved_genes,8984,4268,121,0,0,0,0.8095126522961574,0.757185900067386,294,1036.3305785123966
GOA human GAF v159 direct BP annotations,gp2protein_unique_graphsage_link_only,all_non_NOT,all_bp,all_resolved_genes,8941,4268,121,0,0,0,0.8095126522961574,0.7571587907704462,293,1036.4462809917356
GOA human GAF v159 direct BP annotations,gp2protein_unique_full_GeneID_link_only,all_non_NOT,all_bp,all_resolved_genes,8932,4268,121,0,0,0,0.8095126522961574,0.7569225526113998,293,1037.4545454545455
GOA human GAF v159 direct BP annotations,gp2protein_union_all_names_sensitivity,all_non_NOT,all_bp,all_resolved_genes,8984,4268,121,0,0,0,0.8095126522961574,0.7566669506688251,294,1038.5454545454545
